Etc/UTC,Open,High,Low,Close,Volume
2006-01-02T08:27:00+00:00,1.1845,1.1845,1.18432,1.18433,419000000
2006-01-02T08:28:00+00:00,1.18447,1.18451,1.18436,1.18437,312100000
2006-01-02T08:29:00+00:00,1.18442,1.18451,1.18432,1.18436,430400000
2006-01-02T08:30:00+00:00,1.18437,1.1845,1.18433,1.18445,303900000
2006-01-02T08:31:00+00:00,1.1844,1.18449,1.1843,1.18436,451600000
2006-01-02T08:32:00+00:00,1.18445,1.18453,1.18438,1.18446,466100000
2006-01-02T08:33:00+00:00,1.18451,1.18451,1.18423,1.18437,405200000
2006-01-02T08:34:00+00:00,1.1845,1.1845,1.18428,1.18434,627800000
2006-01-02T08:35:00+00:00,1.1844,1.18449,1.1843,1.18438,475700000
2006-01-02T08:36:00+00:00,1.18448,1.18452,1.18433,1.18438,300800000
2006-01-02T08:37:00+00:00,1.18423,1.18443,1.18423,1.18436,379000000
2006-01-02T08:38:00+00:00,1.18431,1.18449,1.1843,1.18446,482500000
2006-01-02T08:39:00+00:00,1.18443,1.18443,1.18428,1.18431,511500000
2006-01-02T08:40:00+00:00,1.18439,1.18455,1.18437,1.18443,271000000
2006-01-02T08:41:00+00:00,1.18444,1.18452,1.18424,1.18432,602200000
2006-01-02T08:42:00+00:00,1.18433,1.18452,1.18427,1.18444,273900000
2006-01-02T08:43:00+00:00,1.18451,1.18451,1.18431,1.18431,376100000
2006-01-02T08:44:00+00:00,1.18436,1.18452,1.18436,1.18442,656300000
2006-01-02T08:45:00+00:00,1.1844,1.18449,1.18428,1.18437,745600000
2006-01-02T08:46:00+00:00,1.18447,1.18451,1.18432,1.1844,814000000
2006-01-02T08:47:00+00:00,1.18451,1.18451,1.18436,1.18436,253800000
2006-01-02T08:48:00+00:00,1.18445,1.18455,1.18442,1.18451,548000000
2006-01-02T08:49:00+00:00,1.18443,1.18448,1.18434,1.18444,543800000
2006-01-02T08:50:00+00:00,1.18447,1.18453,1.18432,1.1844,439400000
2006-01-02T08:51:00+00:00,1.18435,1.18449,1.18429,1.18429,493500000
2006-01-02T08:52:00+00:00,1.18434,1.18449,1.18431,1.18441,295700000
2006-01-02T08:53:00+00:00,1.18443,1.18451,1.18439,1.18439,305200000
2006-01-02T08:54:00+00:00,1.18444,1.18451,1.18428,1.18434,727000000
2006-01-02T08:55:00+00:00,1.18436,1.18443,1.18426,1.18434,344700000
2006-01-02T08:56:00+00:00,1.18431,1.1845,1.18431,1.18448,581000000
2006-01-02T08:57:00+00:00,1.18439,1.18453,1.18433,1.18442,438800000
2006-01-02T08:58:00+00:00,1.18439,1.18451,1.18431,1.18443,342800000
2006-01-02T08:59:00+00:00,1.18437,1.18451,1.18426,1.18432,535400000
