symbol,hour,offset,n,expansion_rate,med_dir,med_range,med_netto,med_mfe_20,med_mfe_60
EURJPY,9,30,5855,0.3119,0.4398,7.5000,3.0690,5.7500,10.3913
EURJPY,9,40,5876,0.3063,0.4360,7.3929,3.0000,5.5625,10.2899
EURJPY,9,50,5883,0.3066,0.4286,8.2000,3.3750,6.2500,10.3478
EURJPY,10,0,5955,0.3070,0.4323,8.3333,3.4194,6.3333,10.5000
EURJPY,10,10,5917,0.3194,0.4483,7.5000,3.1429,5.6667,10.0968
EURJPY,10,20,5912,0.3139,0.4500,7.3022,3.1368,5.6000,10.0000
EURJPY,10,30,5891,0.3222,0.4489,7.2941,3.0870,5.5000,9.6154
EURJPY,10,40,5888,0.3553,0.4768,7.9000,3.5333,6.0000,9.3333
EURJPY,10,50,5826,0.3059,0.4409,7.8071,3.3333,6.0000,9.0000
EURJPY,11,0,5849,0.3098,0.4480,7.0000,3.0000,5.3333,8.3333
EURJPY,11,10,5814,0.3082,0.4434,6.4045,2.6720,4.8852,7.7857
EURJPY,11,20,5803,0.2943,0.4403,6.0440,2.5435,4.6154,7.4400
EURJPY,11,30,5765,0.2968,0.4298,5.9474,2.4375,4.5000,7.1925
EURJPY,11,40,5731,0.2975,0.4384,5.6667,2.3636,4.3333,7.0000
EURJPY,11,50,5667,0.2897,0.4462,5.5833,2.3846,4.3077,6.6667
EURJPY,12,0,5614,0.2791,0.4286,5.4142,2.2390,4.0556,6.5000
EURJPY,12,10,5522,0.2803,0.4336,5.0000,2.0465,3.9111,6.3500
EURJPY,12,20,5461,0.2778,0.4407,4.9565,2.0000,3.7941,6.3333
EURJPY,12,30,5401,0.2714,0.4444,4.7500,2.0000,3.6154,6.1507
EURJPY,12,40,5367,0.2830,0.4444,4.7333,2.0000,3.6000,6.0000
EURJPY,12,50,5276,0.2654,0.4356,5.0000,2.0000,3.7500,5.9130
EURJPY,13,0,5259,0.2949,0.4500,4.8333,2.0000,3.6667,5.9444
EURJPY,13,10,5188,0.2498,0.4400,4.4286,1.8446,3.3767,5.6667
EURJPY,13,20,5161,0.2573,0.4444,4.3333,1.8421,3.3214,5.6992
EURJPY,13,30,5145,0.2645,0.4468,4.3125,1.8261,3.3077,5.5217
EURJPY,13,40,5119,0.2571,0.4444,4.2941,1.8000,3.2632,5.5000
EURJPY,13,50,5101,0.2535,0.4361,4.3684,1.8333,3.3889,5.4286
EURJPY,14,0,5156,0.2432,0.4300,4.3333,1.7802,3.3333,5.4706
EURJPY,14,10,5142,0.2342,0.4302,4.1017,1.6842,3.1429,5.5000
EURJPY,14,20,5153,0.2358,0.4416,4.0625,1.7037,3.0435,5.3750
EURJPY,14,30,5150,0.2567,0.4491,4.0278,1.7080,3.0889,5.2727
EURJPY,14,40,5231,0.2686,0.4571,4.3333,1.8182,3.3333,5.1333
EURJPY,14,50,5182,0.2493,0.4286,4.3600,1.8000,3.3550,5.1111
EURJPY,15,0,5038,0.2398,0.4440,4.0000,1.6667,3.1111,5.0000
EURJPY,15,10,4909,0.2210,0.4390,3.6842,1.5000,2.8000,4.8750
EURJPY,15,20,4841,0.2194,0.4419,3.6500,1.5238,2.7500,4.6899
EURJPY,15,30,4828,0.2086,0.4363,3.6316,1.5000,2.7778,4.5612
EURJPY,15,40,4845,0.2270,0.4444,3.9167,1.6429,2.9688,4.4231
EURJPY,15,50,4575,0.2275,0.4228,3.9583,1.5789,3.0000,4.3571
EURJPY,18,0,4280,0.2853,0.4713,4.3926,2.0000,3.4508,5.2667
EURJPY,18,10,4245,0.2339,0.4615,3.6111,1.5556,2.8125,5.1752
EURJPY,18,20,4263,0.2139,0.4444,3.6667,1.5200,2.7931,5.3500
EURJPY,18,30,4338,0.2367,0.4615,3.6923,1.5417,2.8889,5.5417
EURJPY,18,40,4442,0.2233,0.4404,3.7500,1.5345,2.8333,5.6500
EURJPY,18,50,4606,0.2636,0.4464,4.5574,1.8750,3.4706,5.9091
EURJPY,19,0,4803,0.2852,0.4655,4.8000,2.0000,3.6667,6.3333
EURJPY,19,10,4767,0.2454,0.4454,4.3125,1.7500,3.2500,6.9286
EURJPY,19,20,4814,0.2626,0.4545,4.3636,1.7857,3.3333,7.3333
EURJPY,19,30,4899,0.2831,0.4630,4.5455,2.0000,3.4545,7.4599
EURJPY,19,40,5114,0.2919,0.4554,5.0714,2.1250,3.8961,7.5536
EURJPY,19,50,5394,0.3320,0.4706,6.3333,2.8060,4.8824,7.7308
EURJPY,20,0,5539,0.3445,0.4819,6.3333,2.8462,4.9500,8.0000
EURJPY,20,10,5402,0.3029,0.4525,5.4167,2.3015,4.1579,7.4545
EURJPY,20,20,5361,0.2919,0.4545,5.2500,2.2083,4.0000,7.4686
EURJPY,20,30,5356,0.2980,0.4545,5.1519,2.2308,3.9554,7.3750
EURJPY,20,40,5428,0.2950,0.4528,5.6667,2.4167,4.3500,7.2941
